brand_id,brand_name,category,retailer_id,retailer_name,channel,region,product_acv,category_avg_acv,acv_gap_vs_category
1,True Snacks,Salty Snacks,81,Local Trade Collective #2 (Tier 2/3),General Trade,India - Tier 2/3,43.4,63.0406666666666667,19.6
62,Royal Household,Home Care,17,MegaValue Club,Club,North America,41.9,61.5100694444444444,19.6
93,Urban Mornings,Breakfast & Cereal,93,PrimeGrocer (UAE),Grocery,Gulf - UAE,43.8,63.3928030303030303,19.6
46,Fresh Refresh,Beverages,20,PureRoots Market,Natural,North America,43.3,62.8907142857142857,19.6
44,Spring Pantry,Packaged Foods,89,Local Trade Collective #3 (Tier 2/3),General Trade,India - Tier 2/3,42.3,61.8906000000000000,19.6
33,Cloud Glow,Personal Care,86,Bazaar Wholesale #2 (Tier 2/3),General Trade,India - Tier 2/3,43.2,62.8356666666666667,19.6
82,Meadow Treats,Confectionery,87,MarketLink GT #2 (Tier 2/3),General Trade,India - Tier 2/3,42.8,62.4378000000000000,19.6
17,Nomad Bubbles,Sparkling Water,59,Neighborhood Wholesale (Metro),General Trade,India - Metro,42.4,61.9855603448275862,19.6
89,Nomad Mornings,Breakfast & Cereal,78,Bazaar Wholesale (Tier 2/3),General Trade,India - Tier 2/3,44.1,63.6752500000000000,19.6
16,Sunrise Water Co,Sparkling Water,179,MarketLink GT (Philippines),General Trade,SEA - Philippines,45.1,64.6703947368421053,19.6
54,Nomad Drinks,Beverages,80,Sundry Traders Network (Tier 2/3),General Trade,India - Tier 2/3,43.0,62.6366666666666667,19.6
100,Fresh Tiny Care,Baby Care,81,Local Trade Collective #2 (Tier 2/3),General Trade,India - Tier 2/3,42.4,61.9433333333333333,19.5
84,Everyday Treats,Confectionery,195,Neighborhood Wholesale (Indonesia),General Trade,SEA - Indonesia,42.4,61.8512500000000000,19.5
39,Blue Kitchen,Packaged Foods,161,Sundry Traders Network (Malaysia),General Trade,SEA - Malaysia,43.0,62.4881250000000000,19.5
97,Royal Breakfast Co,Breakfast & Cereal,161,Sundry Traders Network (Malaysia),General Trade,SEA - Malaysia,43.1,62.5915625000000000,19.5
105,Silver Baby Essentials,Baby Care,196,Corner Store Network (Indonesia),General Trade,SEA - Indonesia,40.2,59.7341666666666667,19.5
76,Royal Farms,Dairy,89,Local Trade Collective #3 (Tier 2/3),General Trade,India - Tier 2/3,43.1,62.6312000000000000,19.5
74,Sunrise Milk Co,Dairy,73,Local Trade Collective (Tier 2/3),General Trade,India - Tier 2/3,43.1,62.6312000000000000,19.5
38,Urban Pantry,Packaged Foods,113,MetroBazaar (Saudi),Grocery,Gulf - Saudi,41.5,61.0458333333333333,19.5
110,Meadow Tiny Care,Baby Care,9,CityMart,Grocery,North America,43.5,63.0250000000000000,19.5
1,True Snacks,Salty Snacks,75,Neighborhood Wholesale (Tier 2/3),General Trade,India - Tier 2/3,43.5,63.0406666666666667,19.5
27,Golden Glow,Personal Care,193,Local Trade Collective (Indonesia),General Trade,SEA - Indonesia,40.9,60.4337500000000000,19.5
75,Vivid Dairy,Dairy,111,Community Retail Co-op (UAE),General Trade,Gulf - UAE,44.7,64.2289473684210526,19.5
72,Nomad Milk Co,Dairy,74,ValueTrade GT (Tier 2/3),General Trade,India - Tier 2/3,43.1,62.6312000000000000,19.5
13,Urban Bubbles,Sparkling Water,162,FreshMart (Philippines),Grocery,SEA - Philippines,45.2,64.6703947368421053,19.5
45,Pure Drinks,Beverages,123,Bazaar Wholesale (Saudi),General Trade,Gulf - Saudi,43.1,62.5236666666666667,19.4
64,Blue Shine,Home Care,17,MegaValue Club,Club,North America,42.1,61.5100694444444444,19.4
42,Urban Kitchen,Packaged Foods,174,ValueTrade GT (Philippines),General Trade,SEA - Philippines,42.3,61.6500000000000000,19.4
45,Pure Drinks,Beverages,123,Bazaar Wholesale (Saudi),General Trade,Gulf - Saudi,43.1,62.5236666666666667,19.4
66,Golden Household,Home Care,186,SunriseMart (Indonesia),Grocery,SEA - Indonesia,44.3,63.7145833333333333,19.4
2,Bold Snacks,Salty Snacks,43,CornerFuel Mart (Metro),C-Store,India - Metro,40.0,59.4456896551724138,19.4
89,Nomad Mornings,Breakfast & Cereal,83,Neighborhood Wholesale #2 (Tier 2/3),General Trade,India - Tier 2/3,44.3,63.6752500000000000,19.4
10,Silver Chips,Salty Snacks,125,Sundry Traders Network (Saudi),General Trade,Gulf - Saudi,42.9,62.3475000000000000,19.4
66,Golden Household,Home Care,190,SwiftBasket (Indonesia),Quick Commerce,SEA - Indonesia,44.3,63.7145833333333333,19.4
94,Crunch Cereal Co,Breakfast & Cereal,69,DailyBasket (Tier 2/3),Grocery,India - Tier 2/3,44.3,63.6752500000000000,19.4
73,Blue Milk Co,Dairy,187,QuickDash (Indonesia),Quick Commerce,SEA - Indonesia,43.9,63.3287500000000000,19.4
28,Spring Skin,Personal Care,5,DailyBasket,Grocery,North America,43.8,63.2026315789473684,19.4
54,Nomad Drinks,Beverages,122,Community Retail Co-op (Saudi),General Trade,Gulf - Saudi,43.1,62.5236666666666667,19.4
11,Silver Snacks,Salty Snacks,3,GreenAisle,Grocery,North America,42.0,61.3621428571428571,19.4
25,Royal Skin,Personal Care,150,DashKart (Malaysia),Quick Commerce,SEA - Malaysia,42.1,61.4575000000000000,19.4
59,Pure Shine,Home Care,56,QuickDash #2 (Metro),Quick Commerce,India - Metro,42.0,61.3740000000000000,19.4
101,Everyday Tiny Care,Baby Care,136,HopMart (Qatar),Quick Commerce,Gulf - Qatar,42.2,61.6466666666666667,19.4
65,Urban Clean,Home Care,1,FreshMart,Grocery,North America,42.2,61.5100694444444444,19.3
35,Silver Table,Packaged Foods,68,PrimeGrocer (Tier 2/3),Grocery,India - Tier 2/3,42.6,61.8906000000000000,19.3
62,Royal Household,Home Care,10,HomeFresh,Grocery,North America,42.2,61.5100694444444444,19.3
71,Golden Farms,Dairy,22,NaturaLife Market,Natural,North America,41.4,60.7394736842105263,19.3
61,Crunch Household,Home Care,46,QuickDash (Metro),Quick Commerce,India - Metro,42.1,61.3740000000000000,19.3
12,True Water Co,Sparkling Water,41,SunriseMart (Metro),Grocery,India - Metro,42.7,61.9855603448275862,19.3
46,Fresh Refresh,Beverages,13,GreenAisle #2,Grocery,North America,43.6,62.8907142857142857,19.3
110,Meadow Tiny Care,Baby Care,7,UrbanPantry,Grocery,North America,43.7,63.0250000000000000,19.3
71,Golden Farms,Dairy,5,DailyBasket,Grocery,North America,41.4,60.7394736842105263,19.3
110,Meadow Tiny Care,Baby Care,56,QuickDash #2 (Metro),Quick Commerce,India - Metro,43.9,63.2150000000000000,19.3
35,Silver Table,Packaged Foods,88,Sundry Traders Network #2 (Tier 2/3),General Trade,India - Tier 2/3,42.6,61.8906000000000000,19.3
21,Golden Fizz,Sparkling Water,146,DailyBasket (Malaysia),Grocery,SEA - Malaysia,42.3,61.5825000000000000,19.3
58,Coastal Clean,Home Care,105,FlashCart (UAE),Quick Commerce,Gulf - UAE,42.1,61.4090909090909091,19.3
16,Sunrise Water Co,Sparkling Water,175,Neighborhood Wholesale (Philippines),General Trade,SEA - Philippines,45.4,64.6703947368421053,19.3
58,Coastal Clean,Home Care,93,PrimeGrocer (UAE),Grocery,Gulf - UAE,42.1,61.4090909090909091,19.3
24,Spring Care,Personal Care,129,GreenAisle (Qatar),Grocery,Gulf - Qatar,42.4,61.5616666666666667,19.2
24,Spring Care,Personal Care,129,GreenAisle (Qatar),Grocery,Gulf - Qatar,42.4,61.5616666666666667,19.2
94,Crunch Cereal Co,Breakfast & Cereal,186,SunriseMart (Indonesia),Grocery,SEA - Indonesia,42.2,61.4287500000000000,19.2
22,Crunch Fizz,Sparkling Water,98,BulkBasket Club (UAE),Club,Gulf - UAE,43.8,62.9568181818181818,19.2
93,Urban Mornings,Breakfast & Cereal,92,GreenAisle (UAE),Grocery,Gulf - UAE,44.2,63.3928030303030303,19.2
93,Urban Mornings,Breakfast & Cereal,101,ZipCart (UAE),Quick Commerce,Gulf - UAE,44.2,63.3928030303030303,19.2
26,Prime Care,Personal Care,79,MarketLink GT (Tier 2/3),General Trade,India - Tier 2/3,43.6,62.8356666666666667,19.2
56,Golden Shine,Home Care,77,Community Retail Co-op (Tier 2/3),General Trade,India - Tier 2/3,43.7,62.8800000000000000,19.2
53,Cloud Sip,Beverages,141,Community Retail Co-op (Qatar),General Trade,Gulf - Qatar,43.2,62.3838888888888889,19.2
99,Fresh Cereal Co,Breakfast & Cereal,97,SaverClub (UAE),Club,Gulf - UAE,44.2,63.3928030303030303,19.2
17,Nomad Bubbles,Sparkling Water,52,NimbleMart (Metro),Quick Commerce,India - Metro,42.8,61.9855603448275862,19.2
72,Nomad Milk Co,Dairy,87,MarketLink GT #2 (Tier 2/3),General Trade,India - Tier 2/3,43.4,62.6312000000000000,19.2
89,Nomad Mornings,Breakfast & Cereal,12,MetroBazaar #2,Grocery,North America,43.9,63.0944444444444444,19.2
33,Cloud Glow,Personal Care,69,DailyBasket (Tier 2/3),Grocery,India - Tier 2/3,43.6,62.8356666666666667,19.2
14,Golden Bubbles,Sparkling Water,31,GoStop #2,C-Store,North America,43.9,63.0876190476190476,19.2
51,Coastal Drinks,Beverages,29,QuickStop #2,C-Store,North America,43.7,62.8907142857142857,19.2
106,Vivid Little Ones,Baby Care,72,ValueGrocer (Tier 2/3),Grocery,India - Tier 2/3,42.7,61.9433333333333333,19.2
49,Meadow Beverages,Beverages,83,Neighborhood Wholesale #2 (Tier 2/3),General Trade,India - Tier 2/3,43.4,62.6366666666666667,19.2
7,Urban Bites,Salty Snacks,187,QuickDash (Indonesia),Quick Commerce,SEA - Indonesia,39.0,58.1575000000000000,19.2
6,Coastal Bites,Salty Snacks,13,GreenAisle #2,Grocery,North America,42.2,61.3621428571428571,19.2
3,Prime Snacks,Salty Snacks,9,CityMart,Grocery,North America,42.2,61.3621428571428571,19.2
109,Silver Little Ones,Baby Care,134,DashKart (Qatar),Quick Commerce,Gulf - Qatar,42.4,61.6466666666666667,19.2
109,Silver Little Ones,Baby Care,140,Corner Store Network (Qatar),General Trade,Gulf - Qatar,42.4,61.6466666666666667,19.2
3,Prime Snacks,Salty Snacks,5,DailyBasket,Grocery,North America,42.2,61.3621428571428571,19.2
110,Meadow Tiny Care,Baby Care,58,ValueTrade GT (Metro),General Trade,India - Metro,44.0,63.2150000000000000,19.2
2,Bold Snacks,Salty Snacks,113,MetroBazaar (Saudi),Grocery,Gulf - Saudi,43.1,62.3475000000000000,19.2
78,Prime Confections,Confectionery,196,Corner Store Network (Indonesia),General Trade,SEA - Indonesia,42.8,61.8512500000000000,19.1
71,Golden Farms,Dairy,10,HomeFresh,Grocery,North America,41.6,60.7394736842105263,19.1
29,Golden Essentials,Personal Care,54,GoCart Express (Metro),Quick Commerce,India - Metro,43.6,62.6680000000000000,19.1
35,Silver Table,Packaged Foods,1,FreshMart,Grocery,North America,43.4,62.4755208333333333,19.1
4,Blue Bites,Salty Snacks,159,Bazaar Wholesale (Malaysia),General Trade,SEA - Malaysia,41.2,60.3325000000000000,19.1
24,Spring Care,Personal Care,103,SwiftBasket (UAE),Quick Commerce,Gulf - UAE,44.0,63.1394736842105263,19.1
41,Royal Kitchen,Packaged Foods,9,CityMart,Grocery,North America,43.4,62.4755208333333333,19.1
54,Nomad Drinks,Beverages,71,UrbanPantry (Tier 2/3),Grocery,India - Tier 2/3,43.5,62.6366666666666667,19.1
19,Fresh Fizz,Sparkling Water,28,ExpressStop,C-Store,North America,44.0,63.0876190476190476,19.1
78,Prime Confections,Confectionery,183,GreenAisle (Indonesia),Grocery,SEA - Indonesia,42.8,61.8512500000000000,19.1
13,Urban Bubbles,Sparkling Water,147,SunriseMart (Malaysia),Grocery,SEA - Malaysia,42.5,61.5825000000000000,19.1
19,Fresh Fizz,Sparkling Water,18,SaverClub #2,Club,North America,44.0,63.0876190476190476,19.1
44,Spring Pantry,Packaged Foods,65,FreshMart (Tier 2/3),Grocery,India - Tier 2/3,42.8,61.8906000000000000,19.1
107,Spring Tiny Care,Baby Care,195,Neighborhood Wholesale (Indonesia),General Trade,SEA - Indonesia,40.6,59.7341666666666667,19.1
56,Golden Shine,Home Care,67,GreenAisle (Tier 2/3),Grocery,India - Tier 2/3,43.9,62.8800000000000000,19.0
5,Urban Crisps,Salty Snacks,141,Community Retail Co-op (Qatar),General Trade,Gulf - Qatar,42.0,60.9850000000000000,19.0
20,Heritage Springs,Sparkling Water,59,Neighborhood Wholesale (Metro),General Trade,India - Metro,43.0,61.9855603448275862,19.0
22,Crunch Fizz,Sparkling Water,107,Local Trade Collective (UAE),General Trade,Gulf - UAE,44.0,62.9568181818181818,19.0
84,Everyday Treats,Confectionery,188,ZipCart (Indonesia),Quick Commerce,SEA - Indonesia,42.9,61.8512500000000000,19.0
40,Meadow Pantry,Packaged Foods,97,SaverClub (UAE),Club,Gulf - UAE,44.0,63.0119318181818182,19.0
69,Everyday Milk Co,Dairy,145,PrimeGrocer (Malaysia),Grocery,SEA - Malaysia,45.6,64.5987500000000000,19.0
8,Meadow Crisps,Salty Snacks,83,Neighborhood Wholesale #2 (Tier 2/3),General Trade,India - Tier 2/3,44.0,63.0406666666666667,19.0
8,Meadow Crisps,Salty Snacks,85,Community Retail Co-op #2 (Tier 2/3),General Trade,India - Tier 2/3,44.0,63.0406666666666667,19.0
35,Silver Table,Packaged Foods,7,UrbanPantry,Grocery,North America,43.5,62.4755208333333333,19.0
47,Sunrise Refresh,Beverages,73,Local Trade Collective (Tier 2/3),General Trade,India - Tier 2/3,43.6,62.6366666666666667,19.0
78,Prime Confections,Confectionery,184,PrimeGrocer (Indonesia),Grocery,SEA - Indonesia,42.9,61.8512500000000000,19.0
55,Vivid Sip,Beverages,185,DailyBasket (Indonesia),Grocery,SEA - Indonesia,41.7,60.6750000000000000,19.0
100,Fresh Tiny Care,Baby Care,85,Community Retail Co-op #2 (Tier 2/3),General Trade,India - Tier 2/3,42.9,61.9433333333333333,19.0
72,Nomad Milk Co,Dairy,77,Community Retail Co-op (Tier 2/3),General Trade,India - Tier 2/3,43.6,62.6312000000000000,19.0
83,Fresh Treats,Confectionery,117,SunriseMart (Saudi),Grocery,Gulf - Saudi,43.5,62.4883333333333333,19.0
54,Nomad Drinks,Beverages,121,Corner Store Network (Saudi),General Trade,Gulf - Saudi,43.5,62.5236666666666667,19.0
2,Bold Snacks,Salty Snacks,114,GreenAisle (Saudi),Grocery,Gulf - Saudi,43.3,62.3475000000000000,19.0
4,Blue Bites,Salty Snacks,156,Neighborhood Wholesale (Malaysia),General Trade,SEA - Malaysia,41.3,60.3325000000000000,19.0
95,Cloud Mornings,Breakfast & Cereal,123,Bazaar Wholesale (Saudi),General Trade,Gulf - Saudi,40.5,59.3711111111111111,18.9
55,Vivid Sip,Beverages,199,MarketLink GT (Indonesia),General Trade,SEA - Indonesia,41.8,60.6750000000000000,18.9
72,Nomad Milk Co,Dairy,71,UrbanPantry (Tier 2/3),Grocery,India - Tier 2/3,43.7,62.6312000000000000,18.9
14,Golden Bubbles,Sparkling Water,34,CornerFuel Mart #3,C-Store,North America,44.2,63.0876190476190476,18.9
43,Coastal Table,Packaged Foods,56,QuickDash #2 (Metro),Quick Commerce,India - Metro,43.4,62.2600000000000000,18.9
56,Golden Shine,Home Care,69,DailyBasket (Tier 2/3),Grocery,India - Tier 2/3,44.0,62.8800000000000000,18.9
36,Cloud Table,Packaged Foods,141,Community Retail Co-op (Qatar),General Trade,Gulf - Qatar,47.8,66.6983333333333333,18.9
99,Fresh Cereal Co,Breakfast & Cereal,104,HopMart (UAE),Quick Commerce,Gulf - UAE,44.5,63.3928030303030303,18.9
56,Golden Shine,Home Care,65,FreshMart (Tier 2/3),Grocery,India - Tier 2/3,44.0,62.8800000000000000,18.9
104,Meadow Baby Co,Baby Care,199,MarketLink GT (Indonesia),General Trade,SEA - Indonesia,40.8,59.7341666666666667,18.9
57,Cloud Shine,Home Care,163,MetroBazaar (Philippines),Grocery,SEA - Philippines,39.3,58.1723684210526316,18.9
109,Silver Little Ones,Baby Care,11,FreshMart #2,Grocery,North America,44.1,63.0250000000000000,18.9
12,True Water Co,Sparkling Water,80,Sundry Traders Network (Tier 2/3),General Trade,India - Tier 2/3,44.5,63.3680000000000000,18.9
14,Golden Bubbles,Sparkling Water,24,PureRoots Market #2,Natural,North America,44.2,63.0876190476190476,18.9
95,Cloud Mornings,Breakfast & Cereal,121,Corner Store Network (Saudi),General Trade,Gulf - Saudi,40.5,59.3711111111111111,18.9
11,Silver Snacks,Salty Snacks,31,GoStop #2,C-Store,North America,42.5,61.3621428571428571,18.9
7,Urban Bites,Salty Snacks,106,NimbleMart (UAE),Quick Commerce,Gulf - UAE,43.8,62.7130681818181818,18.9
11,Silver Snacks,Salty Snacks,78,Bazaar Wholesale (Tier 2/3),General Trade,India - Tier 2/3,44.1,63.0406666666666667,18.9
83,Fresh Treats,Confectionery,74,ValueTrade GT (Tier 2/3),General Trade,India - Tier 2/3,43.5,62.4378000000000000,18.9
49,Meadow Beverages,Beverages,76,Corner Store Network (Tier 2/3),General Trade,India - Tier 2/3,43.7,62.6366666666666667,18.9
101,Everyday Tiny Care,Baby Care,131,DailyBasket (Qatar),Grocery,Gulf - Qatar,42.8,61.6466666666666667,18.8
82,Meadow Treats,Confectionery,6,SunriseMart,Grocery,North America,43.1,61.9236111111111111,18.8
51,Coastal Drinks,Beverages,5,DailyBasket,Grocery,North America,44.1,62.8907142857142857,18.8
104,Meadow Baby Co,Baby Care,192,FlashCart (Indonesia),Quick Commerce,SEA - Indonesia,40.9,59.7341666666666667,18.8
35,Silver Table,Packaged Foods,87,MarketLink GT #2 (Tier 2/3),General Trade,India - Tier 2/3,43.1,61.8906000000000000,18.8
110,Meadow Tiny Care,Baby Care,1,FreshMart,Grocery,North America,44.2,63.0250000000000000,18.8
18,Royal Fizz,Sparkling Water,27,GoStop,C-Store,North America,44.3,63.0876190476190476,18.8
72,Nomad Milk Co,Dairy,71,UrbanPantry (Tier 2/3),Grocery,India - Tier 2/3,43.8,62.6312000000000000,18.8
6,Coastal Bites,Salty Snacks,35,GoStop #3,C-Store,North America,42.6,61.3621428571428571,18.8
18,Royal Fizz,Sparkling Water,113,MetroBazaar (Saudi),Grocery,Gulf - Saudi,44.3,63.0650000000000000,18.8
104,Meadow Baby Co,Baby Care,200,Sundry Traders Network (Indonesia),General Trade,SEA - Indonesia,40.9,59.7341666666666667,18.8
79,Coastal Candy Co,Confectionery,65,FreshMart (Tier 2/3),Grocery,India - Tier 2/3,43.6,62.4378000000000000,18.8
47,Sunrise Refresh,Beverages,81,Local Trade Collective #2 (Tier 2/3),General Trade,India - Tier 2/3,43.8,62.6366666666666667,18.8
12,True Water Co,Sparkling Water,64,Sundry Traders Network (Metro),General Trade,India - Metro,43.2,61.9855603448275862,18.8
106,Vivid Little Ones,Baby Care,86,Bazaar Wholesale #2 (Tier 2/3),General Trade,India - Tier 2/3,43.1,61.9433333333333333,18.8
47,Sunrise Refresh,Beverages,76,Corner Store Network (Tier 2/3),General Trade,India - Tier 2/3,43.8,62.6366666666666667,18.8
98,Coastal Mornings,Breakfast & Cereal,73,Local Trade Collective (Tier 2/3),General Trade,India - Tier 2/3,44.9,63.6752500000000000,18.8
10,Silver Chips,Salty Snacks,126,Local Trade Collective #2 (Saudi),General Trade,Gulf - Saudi,43.6,62.3475000000000000,18.7
41,Royal Kitchen,Packaged Foods,23,GreenLeaf Naturals #2,Natural,North America,43.8,62.4755208333333333,18.7
6,Coastal Bites,Salty Snacks,122,Community Retail Co-op (Saudi),General Trade,Gulf - Saudi,43.6,62.3475000000000000,18.7
6,Coastal Bites,Salty Snacks,30,CornerFuel Mart #2,C-Store,North America,42.7,61.3621428571428571,18.7
56,Golden Shine,Home Care,72,ValueGrocer (Tier 2/3),Grocery,India - Tier 2/3,44.2,62.8800000000000000,18.7
34,Bold Kitchen,Packaged Foods,160,MarketLink GT (Malaysia),General Trade,SEA - Malaysia,43.8,62.4881250000000000,18.7
57,Cloud Shine,Home Care,82,ValueTrade GT #2 (Tier 2/3),General Trade,India - Tier 2/3,44.2,62.8800000000000000,18.7
100,Fresh Tiny Care,Baby Care,66,MetroBazaar (Tier 2/3),Grocery,India - Tier 2/3,43.2,61.9433333333333333,18.7
22,Crunch Fizz,Sparkling Water,125,Sundry Traders Network (Saudi),General Trade,Gulf - Saudi,44.4,63.0650000000000000,18.7
44,Spring Pantry,Packaged Foods,99,WareClub (UAE),Club,Gulf - UAE,44.3,63.0119318181818182,18.7
80,Nomad Candy Co,Confectionery,29,QuickStop #2,C-Store,North America,43.2,61.9236111111111111,18.7
103,Coastal Baby Essentials,Baby Care,82,ValueTrade GT #2 (Tier 2/3),General Trade,India - Tier 2/3,43.2,61.9433333333333333,18.7
93,Urban Mornings,Breakfast & Cereal,96,UrbanPantry (UAE),Grocery,Gulf - UAE,44.7,63.3928030303030303,18.7
103,Coastal Baby Essentials,Baby Care,75,Neighborhood Wholesale (Tier 2/3),General Trade,India - Tier 2/3,43.2,61.9433333333333333,18.7
78,Prime Confections,Confectionery,191,HopMart (Indonesia),Quick Commerce,SEA - Indonesia,43.2,61.8512500000000000,18.7
47,Sunrise Refresh,Beverages,88,Sundry Traders Network #2 (Tier 2/3),General Trade,India - Tier 2/3,43.9,62.6366666666666667,18.7
3,Prime Snacks,Salty Snacks,119,ValueTrade GT (Saudi),General Trade,Gulf - Saudi,43.6,62.3475000000000000,18.7
30,Cloud Essentials,Personal Care,158,Community Retail Co-op (Malaysia),General Trade,SEA - Malaysia,42.8,61.4575000000000000,18.7
12,True Water Co,Sparkling Water,74,ValueTrade GT (Tier 2/3),General Trade,India - Tier 2/3,44.7,63.3680000000000000,18.7
99,Fresh Cereal Co,Breakfast & Cereal,152,HopMart (Malaysia),Quick Commerce,SEA - Malaysia,43.9,62.5915625000000000,18.7
104,Meadow Baby Co,Baby Care,196,Corner Store Network (Indonesia),General Trade,SEA - Indonesia,41.0,59.7341666666666667,18.7
33,Cloud Glow,Personal Care,76,Corner Store Network (Tier 2/3),General Trade,India - Tier 2/3,44.2,62.8356666666666667,18.6
98,Coastal Mornings,Breakfast & Cereal,117,SunriseMart (Saudi),Grocery,Gulf - Saudi,40.8,59.3711111111111111,18.6
87,Pure Sweets,Confectionery,26,CornerFuel Mart,C-Store,North America,43.3,61.9236111111111111,18.6
71,Golden Farms,Dairy,174,ValueTrade GT (Philippines),General Trade,SEA - Philippines,42.8,61.3750000000000000,18.6
94,Crunch Cereal Co,Breakfast & Cereal,86,Bazaar Wholesale #2 (Tier 2/3),General Trade,India - Tier 2/3,45.1,63.6752500000000000,18.6
78,Prime Confections,Confectionery,55,DartMart (Metro),Quick Commerce,India - Metro,44.1,62.6568965517241379,18.6
14,Golden Bubbles,Sparkling Water,18,SaverClub #2,Club,North America,44.5,63.0876190476190476,18.6
47,Sunrise Refresh,Beverages,115,PrimeGrocer (Saudi),Grocery,Gulf - Saudi,43.9,62.5236666666666667,18.6
82,Meadow Treats,Confectionery,88,Sundry Traders Network #2 (Tier 2/3),General Trade,India - Tier 2/3,43.8,62.4378000000000000,18.6
19,Fresh Fizz,Sparkling Water,5,DailyBasket,Grocery,North America,44.5,63.0876190476190476,18.6
24,Spring Care,Personal Care,108,ValueTrade GT (UAE),General Trade,Gulf - UAE,44.5,63.1394736842105263,18.6
57,Cloud Shine,Home Care,75,Neighborhood Wholesale (Tier 2/3),General Trade,India - Tier 2/3,44.3,62.8800000000000000,18.6
82,Meadow Treats,Confectionery,72,ValueGrocer (Tier 2/3),Grocery,India - Tier 2/3,43.8,62.4378000000000000,18.6
12,True Water Co,Sparkling Water,65,FreshMart (Tier 2/3),Grocery,India - Tier 2/3,44.8,63.3680000000000000,18.6
21,Golden Fizz,Sparkling Water,157,Corner Store Network (Malaysia),General Trade,SEA - Malaysia,43.0,61.5825000000000000,18.6
64,Blue Shine,Home Care,18,SaverClub #2,Club,North America,42.9,61.5100694444444444,18.6
33,Cloud Glow,Personal Care,79,MarketLink GT (Tier 2/3),General Trade,India - Tier 2/3,44.2,62.8356666666666667,18.6
55,Vivid Sip,Beverages,49,SwiftBasket (Metro),Quick Commerce,India - Metro,43.5,62.0715517241379310,18.6
47,Sunrise Refresh,Beverages,66,MetroBazaar (Tier 2/3),Grocery,India - Tier 2/3,44.0,62.6366666666666667,18.6
43,Coastal Table,Packaged Foods,63,MarketLink GT (Metro),General Trade,India - Metro,43.7,62.2600000000000000,18.6
42,Urban Kitchen,Packaged Foods,87,MarketLink GT #2 (Tier 2/3),General Trade,India - Tier 2/3,43.3,61.8906000000000000,18.6
12,True Water Co,Sparkling Water,70,SunriseMart (Tier 2/3),Grocery,India - Tier 2/3,44.9,63.3680000000000000,18.5
72,Nomad Milk Co,Dairy,65,FreshMart (Tier 2/3),Grocery,India - Tier 2/3,44.1,62.6312000000000000,18.5
71,Golden Farms,Dairy,23,GreenLeaf Naturals #2,Natural,North America,42.2,60.7394736842105263,18.5
75,Vivid Dairy,Dairy,76,Corner Store Network (Tier 2/3),General Trade,India - Tier 2/3,44.1,62.6312000000000000,18.5
21,Golden Fizz,Sparkling Water,38,GreenAisle (Metro),Grocery,India - Metro,43.5,61.9855603448275862,18.5
25,Royal Skin,Personal Care,147,SunriseMart (Malaysia),Grocery,SEA - Malaysia,43.0,61.4575000000000000,18.5
22,Crunch Fizz,Sparkling Water,123,Bazaar Wholesale (Saudi),General Trade,Gulf - Saudi,44.6,63.0650000000000000,18.5
11,Silver Snacks,Salty Snacks,81,Local Trade Collective #2 (Tier 2/3),General Trade,India - Tier 2/3,44.5,63.0406666666666667,18.5
106,Vivid Little Ones,Baby Care,66,MetroBazaar (Tier 2/3),Grocery,India - Tier 2/3,43.4,61.9433333333333333,18.5
106,Vivid Little Ones,Baby Care,81,Local Trade Collective #2 (Tier 2/3),General Trade,India - Tier 2/3,43.4,61.9433333333333333,18.5
96,Meadow Breakfast Co,Breakfast & Cereal,69,DailyBasket (Tier 2/3),Grocery,India - Tier 2/3,45.2,63.6752500000000000,18.5
20,Heritage Springs,Sparkling Water,63,MarketLink GT (Metro),General Trade,India - Metro,43.5,61.9855603448275862,18.5
73,Blue Milk Co,Dairy,196,Corner Store Network (Indonesia),General Trade,SEA - Indonesia,44.8,63.3287500000000000,18.5
88,Pure Treats,Confectionery,109,Neighborhood Wholesale (UAE),General Trade,Gulf - UAE,43.4,61.9394736842105263,18.5
35,Silver Table,Packaged Foods,66,MetroBazaar (Tier 2/3),Grocery,India - Tier 2/3,43.4,61.8906000000000000,18.5
17,Nomad Bubbles,Sparkling Water,43,CornerFuel Mart (Metro),C-Store,India - Metro,43.5,61.9855603448275862,18.5
43,Coastal Table,Packaged Foods,59,Neighborhood Wholesale (Metro),General Trade,India - Metro,43.8,62.2600000000000000,18.5
66,Golden Household,Home Care,74,ValueTrade GT (Tier 2/3),General Trade,India - Tier 2/3,44.4,62.8800000000000000,18.5
86,True Candy Co,Confectionery,177,Community Retail Co-op (Philippines),General Trade,SEA - Philippines,44.5,63.0394736842105263,18.5
13,Urban Bubbles,Sparkling Water,153,FlashCart (Malaysia),Quick Commerce,SEA - Malaysia,43.1,61.5825000000000000,18.5
19,Fresh Fizz,Sparkling Water,14,SaverClub,Club,North America,44.6,63.0876190476190476,18.5
14,Golden Bubbles,Sparkling Water,29,QuickStop #2,C-Store,North America,44.6,63.0876190476190476,18.5
52,Spring Sip,Beverages,137,Local Trade Collective (Qatar),General Trade,Gulf - Qatar,43.9,62.3838888888888889,18.5
22,Crunch Fizz,Sparkling Water,118,Local Trade Collective (Saudi),General Trade,Gulf - Saudi,44.6,63.0650000000000000,18.5
29,Golden Essentials,Personal Care,39,PrimeGrocer (Metro),Grocery,India - Metro,44.3,62.6680000000000000,18.4
