id,brand_id,category,retailer_id,region,signal_date,signal_type,magnitude_pct,description,org_id
598,44,Packaged Foods,93,Gulf - UAE,2025-12-28,promo_launch,13.4,"Spring Pantry launched a promo at PrimeGrocer (UAE) the week of 2025-12-28 (Display, 13% depth).",1
599,11,Salty Snacks,35,North America,2025-12-28,promo_launch,13.4,"Silver Snacks launched a promo at GoStop #3 the week of 2025-12-28 (TPR, 13% depth).",1
600,45,Beverages,124,Gulf - Saudi,2025-12-28,promo_launch,9.8,"Pure Drinks launched a promo at MarketLink GT (Saudi) the week of 2025-12-28 (TPR, 10% depth).",1
601,38,Packaged Foods,117,Gulf - Saudi,2025-12-28,promo_launch,15.7,"Urban Pantry launched a promo at SunriseMart (Saudi) the week of 2025-12-28 (Display, 16% depth).",1
602,13,Sparkling Water,145,SEA - Malaysia,2025-12-28,promo_launch,14.0,"Urban Bubbles launched a promo at PrimeGrocer (Malaysia) the week of 2025-12-28 (TPR, 14% depth).",1
603,45,Beverages,121,Gulf - Saudi,2025-12-28,promo_launch,49.3,"Pure Drinks launched a promo at Corner Store Network (Saudi) the week of 2025-12-28 (BOGO, 49% depth).",1
604,45,Beverages,124,Gulf - Saudi,2025-12-28,promo_launch,14.3,"Pure Drinks launched a promo at MarketLink GT (Saudi) the week of 2025-12-28 (Display, 14% depth).",1
605,2,Salty Snacks,59,India - Metro,2025-12-28,promo_launch,13.5,"Bold Snacks launched a promo at Neighborhood Wholesale (Metro) the week of 2025-12-28 (TPR, 14% depth).",1
606,37,Packaged Foods,125,Gulf - Saudi,2025-12-28,promo_launch,11.4,"Heritage Kitchen launched a promo at Sundry Traders Network (Saudi) the week of 2025-12-28 (TPR, 11% depth).",1
607,45,Beverages,113,Gulf - Saudi,2025-12-28,promo_launch,50.0,"Pure Drinks launched a promo at MetroBazaar (Saudi) the week of 2025-12-28 (BOGO, 50% depth).",1
608,45,Beverages,114,Gulf - Saudi,2025-12-28,promo_launch,45.2,"Pure Drinks launched a promo at GreenAisle (Saudi) the week of 2025-12-28 (BOGO, 45% depth).",1
609,37,Packaged Foods,119,Gulf - Saudi,2025-12-28,promo_launch,24.2,"Heritage Kitchen launched a promo at ValueTrade GT (Saudi) the week of 2025-12-28 (Ad, 24% depth).",1
610,37,Packaged Foods,115,Gulf - Saudi,2025-12-28,promo_launch,16.7,"Heritage Kitchen launched a promo at PrimeGrocer (Saudi) the week of 2025-12-28 (Ad, 17% depth).",1
611,13,Sparkling Water,153,SEA - Malaysia,2025-12-28,promo_launch,5.1,"Urban Bubbles launched a promo at FlashCart (Malaysia) the week of 2025-12-28 (TPR, 5% depth).",1
612,77,Dairy,135,Gulf - Qatar,2025-12-28,promo_launch,14.3,"Urban Creamery launched a promo at SwiftBasket (Qatar) the week of 2025-12-28 (Display, 14% depth).",1
613,13,Sparkling Water,165,SEA - Philippines,2025-12-28,promo_launch,47.9,"Urban Bubbles launched a promo at PrimeGrocer (Philippines) the week of 2025-12-28 (BOGO, 48% depth).",1
614,98,Breakfast & Cereal,125,Gulf - Saudi,2025-12-28,promo_launch,5.5,"Coastal Mornings launched a promo at Sundry Traders Network (Saudi) the week of 2025-12-28 (TPR, 6% depth).",1
615,77,Dairy,132,Gulf - Qatar,2025-12-28,promo_launch,11.1,"Urban Creamery launched a promo at QuickDash (Qatar) the week of 2025-12-28 (TPR, 11% depth).",1
616,2,Salty Snacks,113,Gulf - Saudi,2025-12-28,promo_launch,48.8,"Bold Snacks launched a promo at MetroBazaar (Saudi) the week of 2025-12-28 (BOGO, 49% depth).",1
617,105,Baby Care,186,SEA - Indonesia,2025-12-28,promo_launch,9.5,"Silver Baby Essentials launched a promo at SunriseMart (Indonesia) the week of 2025-12-28 (TPR, 10% depth).",1
618,80,Confectionery,3,North America,2025-12-28,promo_launch,47.9,"Nomad Candy Co launched a promo at GreenAisle the week of 2025-12-28 (BOGO, 48% depth).",1
619,45,Beverages,112,Gulf - Saudi,2025-12-28,promo_launch,47.6,"Pure Drinks launched a promo at FreshMart (Saudi) the week of 2025-12-28 (BOGO, 48% depth).",1
620,13,Sparkling Water,143,SEA - Malaysia,2025-12-28,promo_launch,5.2,"Urban Bubbles launched a promo at MetroBazaar (Malaysia) the week of 2025-12-28 (TPR, 5% depth).",1
621,38,Packaged Foods,119,Gulf - Saudi,2025-12-28,promo_launch,14.4,"Urban Pantry launched a promo at ValueTrade GT (Saudi) the week of 2025-12-28 (TPR, 14% depth).",1
622,45,Beverages,126,Gulf - Saudi,2025-12-28,promo_launch,5.9,"Pure Drinks launched a promo at Local Trade Collective #2 (Saudi) the week of 2025-12-28 (TPR, 6% depth).",1
623,78,Confectionery,183,SEA - Indonesia,2025-12-28,promo_launch,12.7,"Prime Confections launched a promo at GreenAisle (Indonesia) the week of 2025-12-28 (TPR, 13% depth).",1
624,38,Packaged Foods,119,Gulf - Saudi,2025-12-28,promo_launch,7.3,"Urban Pantry launched a promo at ValueTrade GT (Saudi) the week of 2025-12-28 (TPR, 7% depth).",1
625,78,Confectionery,181,SEA - Indonesia,2025-12-28,promo_launch,20.0,"Prime Confections launched a promo at FreshMart (Indonesia) the week of 2025-12-28 (Ad, 20% depth).",1
626,2,Salty Snacks,43,India - Metro,2025-12-28,promo_launch,13.6,"Bold Snacks launched a promo at CornerFuel Mart (Metro) the week of 2025-12-28 (TPR, 14% depth).",1
627,13,Sparkling Water,168,SEA - Philippines,2025-12-28,promo_launch,15.5,"Urban Bubbles launched a promo at QuickDash (Philippines) the week of 2025-12-28 (Display, 16% depth).",1
628,44,Packaged Foods,105,Gulf - UAE,2025-12-28,promo_launch,10.5,"Spring Pantry launched a promo at FlashCart (UAE) the week of 2025-12-28 (Display, 10% depth).",1
629,38,Packaged Foods,114,Gulf - Saudi,2025-12-28,promo_launch,18.0,"Urban Pantry launched a promo at GreenAisle (Saudi) the week of 2025-12-28 (Ad, 18% depth).",1
630,38,Packaged Foods,113,Gulf - Saudi,2025-12-28,promo_launch,18.8,"Urban Pantry launched a promo at MetroBazaar (Saudi) the week of 2025-12-28 (Ad, 19% depth).",1
631,98,Breakfast & Cereal,120,Gulf - Saudi,2025-12-28,promo_launch,22.3,"Coastal Mornings launched a promo at Neighborhood Wholesale (Saudi) the week of 2025-12-28 (Ad, 22% depth).",1
632,95,Breakfast & Cereal,114,Gulf - Saudi,2025-12-28,promo_launch,15.2,"Cloud Mornings launched a promo at GreenAisle (Saudi) the week of 2025-12-28 (Ad, 15% depth).",1
633,44,Packaged Foods,110,Gulf - UAE,2025-12-28,promo_launch,12.3,"Spring Pantry launched a promo at Corner Store Network (UAE) the week of 2025-12-28 (Display, 12% depth).",1
634,45,Beverages,115,Gulf - Saudi,2025-12-28,promo_launch,13.7,"Pure Drinks launched a promo at PrimeGrocer (Saudi) the week of 2025-12-28 (Display, 14% depth).",1
635,2,Salty Snacks,49,India - Metro,2025-12-28,promo_launch,20.2,"Bold Snacks launched a promo at SwiftBasket (Metro) the week of 2025-12-28 (Ad, 20% depth).",1
636,78,Confectionery,55,India - Metro,2025-12-28,promo_launch,12.8,"Prime Confections launched a promo at DartMart (Metro) the week of 2025-12-28 (Display, 13% depth).",1
637,45,Beverages,120,Gulf - Saudi,2025-12-28,promo_launch,17.7,"Pure Drinks launched a promo at Neighborhood Wholesale (Saudi) the week of 2025-12-28 (Ad, 18% depth).",1
638,45,Beverages,125,Gulf - Saudi,2025-12-28,promo_launch,10.1,"Pure Drinks launched a promo at Sundry Traders Network (Saudi) the week of 2025-12-28 (Display, 10% depth).",1
639,38,Packaged Foods,164,SEA - Philippines,2025-12-28,promo_launch,49.1,"Urban Pantry launched a promo at GreenAisle (Philippines) the week of 2025-12-28 (BOGO, 49% depth).",1
640,78,Confectionery,49,India - Metro,2025-12-28,promo_launch,11.2,"Prime Confections launched a promo at SwiftBasket (Metro) the week of 2025-12-28 (Display, 11% depth).",1
641,13,Sparkling Water,179,SEA - Philippines,2025-12-28,promo_launch,12.6,"Urban Bubbles launched a promo at MarketLink GT (Philippines) the week of 2025-12-28 (Display, 13% depth).",1
642,45,Beverages,124,Gulf - Saudi,2025-12-28,promo_launch,45.4,"Pure Drinks launched a promo at MarketLink GT (Saudi) the week of 2025-12-28 (BOGO, 45% depth).",1
643,38,Packaged Foods,121,Gulf - Saudi,2025-12-28,promo_launch,13.3,"Urban Pantry launched a promo at Corner Store Network (Saudi) the week of 2025-12-28 (Display, 13% depth).",1
644,45,Beverages,125,Gulf - Saudi,2025-12-28,promo_launch,45.3,"Pure Drinks launched a promo at Sundry Traders Network (Saudi) the week of 2025-12-28 (BOGO, 45% depth).",1
645,98,Breakfast & Cereal,77,India - Tier 2/3,2025-12-28,promo_launch,13.2,"Coastal Mornings launched a promo at Community Retail Co-op (Tier 2/3) the week of 2025-12-28 (TPR, 13% depth).",1
646,77,Dairy,131,Gulf - Qatar,2025-12-28,promo_launch,48.2,"Urban Creamery launched a promo at DailyBasket (Qatar) the week of 2025-12-28 (BOGO, 48% depth).",1
647,3,Salty Snacks,25,North America,2025-12-28,promo_launch,48.8,"Prime Snacks launched a promo at QuickStop the week of 2025-12-28 (BOGO, 49% depth).",1
648,14,Sparkling Water,24,North America,2025-12-28,promo_launch,19.4,"Golden Bubbles launched a promo at PureRoots Market #2 the week of 2025-12-28 (Display, 19% depth).",1
649,49,Beverages,75,India - Tier 2/3,2025-12-28,promo_launch,10.7,"Meadow Beverages launched a promo at Neighborhood Wholesale (Tier 2/3) the week of 2025-12-28 (TPR, 11% depth).",1
650,35,Packaged Foods,11,North America,2025-12-28,promo_launch,11.3,"Silver Table launched a promo at FreshMart #2 the week of 2025-12-28 (TPR, 11% depth).",1
651,35,Packaged Foods,10,North America,2025-12-28,promo_launch,14.9,"Silver Table launched a promo at HomeFresh the week of 2025-12-28 (TPR, 15% depth).",1
652,98,Breakfast & Cereal,117,Gulf - Saudi,2025-12-28,promo_launch,48.1,"Coastal Mornings launched a promo at SunriseMart (Saudi) the week of 2025-12-28 (BOGO, 48% depth).",1
653,35,Packaged Foods,9,North America,2025-12-28,promo_launch,15.0,"Silver Table launched a promo at CityMart the week of 2025-12-28 (Display, 15% depth).",1
654,35,Packaged Foods,8,North America,2025-12-28,promo_launch,15.4,"Silver Table launched a promo at ValueGrocer the week of 2025-12-28 (Display, 15% depth).",1
655,49,Beverages,86,India - Tier 2/3,2025-12-28,promo_launch,47.4,"Meadow Beverages launched a promo at Bazaar Wholesale #2 (Tier 2/3) the week of 2025-12-28 (BOGO, 47% depth).",1
656,35,Packaged Foods,5,North America,2025-12-28,promo_launch,18.6,"Silver Table launched a promo at DailyBasket the week of 2025-12-28 (Ad, 19% depth).",1
657,91,Breakfast & Cereal,147,SEA - Malaysia,2025-12-28,promo_launch,11.4,"Coastal Cereal Co launched a promo at SunriseMart (Malaysia) the week of 2025-12-28 (TPR, 11% depth).",1
658,49,Beverages,88,India - Tier 2/3,2025-12-28,promo_launch,12.0,"Meadow Beverages launched a promo at Sundry Traders Network #2 (Tier 2/3) the week of 2025-12-28 (Display, 12% depth).",1
659,49,Beverages,89,India - Tier 2/3,2025-12-28,promo_launch,10.4,"Meadow Beverages launched a promo at Local Trade Collective #3 (Tier 2/3) the week of 2025-12-28 (TPR, 10% depth).",1
660,76,Dairy,80,India - Tier 2/3,2025-12-28,promo_launch,12.7,"Royal Farms launched a promo at Sundry Traders Network (Tier 2/3) the week of 2025-12-28 (TPR, 13% depth).",1
661,49,Beverages,67,India - Tier 2/3,2025-12-28,promo_launch,49.8,"Meadow Beverages launched a promo at GreenAisle (Tier 2/3) the week of 2025-12-28 (BOGO, 50% depth).",1
662,103,Baby Care,66,India - Tier 2/3,2025-12-28,promo_launch,6.3,"Coastal Baby Essentials launched a promo at MetroBazaar (Tier 2/3) the week of 2025-12-28 (TPR, 6% depth).",1
663,91,Breakfast & Cereal,145,SEA - Malaysia,2025-12-28,promo_launch,46.5,"Coastal Cereal Co launched a promo at PrimeGrocer (Malaysia) the week of 2025-12-28 (BOGO, 46% depth).",1
664,49,Beverages,70,India - Tier 2/3,2025-12-28,promo_launch,7.1,"Meadow Beverages launched a promo at SunriseMart (Tier 2/3) the week of 2025-12-28 (TPR, 7% depth).",1
665,98,Breakfast & Cereal,118,Gulf - Saudi,2025-12-28,promo_launch,18.0,"Coastal Mornings launched a promo at Local Trade Collective (Saudi) the week of 2025-12-28 (Ad, 18% depth).",1
666,3,Salty Snacks,114,Gulf - Saudi,2025-12-28,promo_launch,5.8,"Prime Snacks launched a promo at GreenAisle (Saudi) the week of 2025-12-28 (TPR, 6% depth).",1
667,49,Beverages,76,India - Tier 2/3,2025-12-28,promo_launch,46.7,"Meadow Beverages launched a promo at Corner Store Network (Tier 2/3) the week of 2025-12-28 (BOGO, 47% depth).",1
668,105,Baby Care,198,SEA - Indonesia,2025-12-28,promo_launch,49.8,"Silver Baby Essentials launched a promo at Bazaar Wholesale (Indonesia) the week of 2025-12-28 (BOGO, 50% depth).",1
669,103,Baby Care,68,India - Tier 2/3,2025-12-28,promo_launch,16.1,"Coastal Baby Essentials launched a promo at PrimeGrocer (Tier 2/3) the week of 2025-12-28 (Ad, 16% depth).",1
670,35,Packaged Foods,72,India - Tier 2/3,2025-12-28,promo_launch,11.0,"Silver Table launched a promo at ValueGrocer (Tier 2/3) the week of 2025-12-28 (Display, 11% depth).",1
671,109,Baby Care,134,Gulf - Qatar,2025-12-28,promo_launch,24.7,"Silver Little Ones launched a promo at DashKart (Qatar) the week of 2025-12-28 (Ad, 25% depth).",1
672,35,Packaged Foods,71,India - Tier 2/3,2025-12-28,promo_launch,19.4,"Silver Table launched a promo at UrbanPantry (Tier 2/3) the week of 2025-12-28 (Display, 19% depth).",1
673,110,Baby Care,52,India - Metro,2025-12-28,promo_launch,17.1,"Meadow Tiny Care launched a promo at NimbleMart (Metro) the week of 2025-12-28 (Display, 17% depth).",1
674,49,Beverages,65,India - Tier 2/3,2025-12-28,promo_launch,17.9,"Meadow Beverages launched a promo at FreshMart (Tier 2/3) the week of 2025-12-28 (Ad, 18% depth).",1
675,76,Dairy,86,India - Tier 2/3,2025-12-28,promo_launch,20.6,"Royal Farms launched a promo at Bazaar Wholesale #2 (Tier 2/3) the week of 2025-12-28 (Ad, 21% depth).",1
676,49,Beverages,72,India - Tier 2/3,2025-12-28,promo_launch,12.6,"Meadow Beverages launched a promo at ValueGrocer (Tier 2/3) the week of 2025-12-28 (Display, 13% depth).",1
677,14,Sparkling Water,17,North America,2025-12-28,promo_launch,19.9,"Golden Bubbles launched a promo at MegaValue Club the week of 2025-12-28 (Display, 20% depth).",1
678,91,Breakfast & Cereal,152,SEA - Malaysia,2025-12-28,promo_launch,45.9,"Coastal Cereal Co launched a promo at HopMart (Malaysia) the week of 2025-12-28 (BOGO, 46% depth).",1
679,48,Beverages,127,Gulf - Qatar,2025-12-28,promo_launch,11.6,"Silver Beverages launched a promo at FreshMart (Qatar) the week of 2025-12-28 (TPR, 12% depth).",1
680,35,Packaged Foods,3,North America,2025-12-28,promo_launch,10.6,"Silver Table launched a promo at GreenAisle the week of 2025-12-28 (Display, 11% depth).",1
681,80,Confectionery,68,India - Tier 2/3,2025-12-28,promo_launch,23.1,"Nomad Candy Co launched a promo at PrimeGrocer (Tier 2/3) the week of 2025-12-28 (Ad, 23% depth).",1
682,35,Packaged Foods,87,India - Tier 2/3,2025-12-28,promo_launch,46.2,"Silver Table launched a promo at MarketLink GT #2 (Tier 2/3) the week of 2025-12-28 (BOGO, 46% depth).",1
683,35,Packaged Foods,86,India - Tier 2/3,2025-12-28,promo_launch,11.2,"Silver Table launched a promo at Bazaar Wholesale #2 (Tier 2/3) the week of 2025-12-28 (TPR, 11% depth).",1
684,3,Salty Snacks,20,North America,2025-12-28,promo_launch,46.2,"Prime Snacks launched a promo at PureRoots Market the week of 2025-12-28 (BOGO, 46% depth).",1
685,35,Packaged Foods,80,India - Tier 2/3,2025-12-28,promo_launch,23.0,"Silver Table launched a promo at Sundry Traders Network (Tier 2/3) the week of 2025-12-28 (Ad, 23% depth).",1
686,76,Dairy,7,North America,2025-12-28,promo_launch,21.6,"Royal Farms launched a promo at UrbanPantry the week of 2025-12-28 (Ad, 22% depth).",1
687,92,Breakfast & Cereal,163,SEA - Philippines,2025-12-28,promo_launch,46.3,"Cloud Grains launched a promo at MetroBazaar (Philippines) the week of 2025-12-28 (BOGO, 46% depth).",1
688,35,Packaged Foods,76,India - Tier 2/3,2025-12-28,promo_launch,11.3,"Silver Table launched a promo at Corner Store Network (Tier 2/3) the week of 2025-12-28 (Display, 11% depth).",1
689,103,Baby Care,77,India - Tier 2/3,2025-12-28,promo_launch,49.2,"Coastal Baby Essentials launched a promo at Community Retail Co-op (Tier 2/3) the week of 2025-12-28 (BOGO, 49% depth).",1
690,35,Packaged Foods,74,India - Tier 2/3,2025-12-28,promo_launch,17.0,"Silver Table launched a promo at ValueTrade GT (Tier 2/3) the week of 2025-12-28 (Display, 17% depth).",1
691,49,Beverages,77,India - Tier 2/3,2025-12-28,promo_launch,22.9,"Meadow Beverages launched a promo at Community Retail Co-op (Tier 2/3) the week of 2025-12-28 (Ad, 23% depth).",1
692,14,Sparkling Water,11,North America,2025-12-28,promo_launch,12.7,"Golden Bubbles launched a promo at FreshMart #2 the week of 2025-12-28 (Display, 13% depth).",1
693,14,Sparkling Water,14,North America,2025-12-28,promo_launch,11.9,"Golden Bubbles launched a promo at SaverClub the week of 2025-12-28 (Display, 12% depth).",1
694,91,Breakfast & Cereal,157,SEA - Malaysia,2025-12-28,promo_launch,12.0,"Coastal Cereal Co launched a promo at Corner Store Network (Malaysia) the week of 2025-12-28 (TPR, 12% depth).",1
695,49,Beverages,88,India - Tier 2/3,2025-12-28,promo_launch,14.1,"Meadow Beverages launched a promo at Sundry Traders Network #2 (Tier 2/3) the week of 2025-12-28 (Display, 14% depth).",1
696,80,Confectionery,71,India - Tier 2/3,2025-12-28,promo_launch,7.2,"Nomad Candy Co launched a promo at UrbanPantry (Tier 2/3) the week of 2025-12-28 (TPR, 7% depth).",1
697,35,Packaged Foods,23,North America,2025-12-28,promo_launch,7.1,"Silver Table launched a promo at GreenLeaf Naturals #2 the week of 2025-12-28 (TPR, 7% depth).",1
698,49,Beverages,68,India - Tier 2/3,2025-12-28,promo_launch,9.3,"Meadow Beverages launched a promo at PrimeGrocer (Tier 2/3) the week of 2025-12-28 (TPR, 9% depth).",1
699,35,Packaged Foods,18,North America,2025-12-28,promo_launch,5.8,"Silver Table launched a promo at SaverClub #2 the week of 2025-12-28 (TPR, 6% depth).",1
700,105,Baby Care,193,SEA - Indonesia,2025-12-28,promo_launch,15.7,"Silver Baby Essentials launched a promo at Local Trade Collective (Indonesia) the week of 2025-12-28 (Ad, 16% depth).",1
701,105,Baby Care,199,SEA - Indonesia,2025-12-28,promo_launch,8.4,"Silver Baby Essentials launched a promo at MarketLink GT (Indonesia) the week of 2025-12-28 (TPR, 8% depth).",1
702,98,Breakfast & Cereal,120,Gulf - Saudi,2025-12-28,promo_launch,20.5,"Coastal Mornings launched a promo at Neighborhood Wholesale (Saudi) the week of 2025-12-28 (Ad, 20% depth).",1
703,3,Salty Snacks,15,North America,2025-12-28,promo_launch,18.9,"Prime Snacks launched a promo at BulkBasket Club the week of 2025-12-28 (Ad, 19% depth).",1
704,3,Salty Snacks,18,North America,2025-12-28,promo_launch,15.0,"Prime Snacks launched a promo at SaverClub #2 the week of 2025-12-28 (Display, 15% depth).",1
705,50,Beverages,198,SEA - Indonesia,2025-12-28,promo_launch,14.4,"Crunch Drinks launched a promo at Bazaar Wholesale (Indonesia) the week of 2025-12-28 (Display, 14% depth).",1
706,103,Baby Care,82,India - Tier 2/3,2025-12-28,promo_launch,7.4,"Coastal Baby Essentials launched a promo at ValueTrade GT #2 (Tier 2/3) the week of 2025-12-28 (TPR, 7% depth).",1
707,76,Dairy,85,India - Tier 2/3,2025-12-28,promo_launch,18.0,"Royal Farms launched a promo at Community Retail Co-op #2 (Tier 2/3) the week of 2025-12-28 (Ad, 18% depth).",1
708,76,Dairy,84,India - Tier 2/3,2025-12-28,promo_launch,15.2,"Royal Farms launched a promo at Corner Store Network #2 (Tier 2/3) the week of 2025-12-28 (Ad, 15% depth).",1
709,50,Beverages,173,SEA - Philippines,2025-12-28,promo_launch,17.2,"Crunch Drinks launched a promo at Local Trade Collective (Philippines) the week of 2025-12-28 (Ad, 17% depth).",1
710,50,Beverages,175,SEA - Philippines,2025-12-28,promo_launch,47.6,"Crunch Drinks launched a promo at Neighborhood Wholesale (Philippines) the week of 2025-12-28 (BOGO, 48% depth).",1
711,105,Baby Care,72,India - Tier 2/3,2025-12-28,promo_launch,14.9,"Silver Baby Essentials launched a promo at ValueGrocer (Tier 2/3) the week of 2025-12-28 (Display, 15% depth).",1
712,81,Confectionery,129,Gulf - Qatar,2025-12-28,promo_launch,49.5,"Prime Candy Co launched a promo at GreenAisle (Qatar) the week of 2025-12-28 (BOGO, 50% depth).",1
713,103,Baby Care,78,India - Tier 2/3,2025-12-28,promo_launch,9.9,"Coastal Baby Essentials launched a promo at Bazaar Wholesale (Tier 2/3) the week of 2025-12-28 (TPR, 10% depth).",1
714,50,Beverages,183,SEA - Indonesia,2025-12-28,promo_launch,13.4,"Crunch Drinks launched a promo at GreenAisle (Indonesia) the week of 2025-12-28 (Display, 13% depth).",1
715,3,Salty Snacks,17,North America,2025-12-28,promo_launch,15.7,"Prime Snacks launched a promo at MegaValue Club the week of 2025-12-28 (Ad, 16% depth).",1
716,105,Baby Care,73,India - Tier 2/3,2025-12-28,promo_launch,17.8,"Silver Baby Essentials launched a promo at Local Trade Collective (Tier 2/3) the week of 2025-12-28 (Ad, 18% depth).",1
717,14,Sparkling Water,30,North America,2025-12-28,promo_launch,17.2,"Golden Bubbles launched a promo at CornerFuel Mart #2 the week of 2025-12-28 (Display, 17% depth).",1
718,14,Sparkling Water,2,North America,2025-12-28,promo_launch,8.3,"Golden Bubbles launched a promo at MetroBazaar the week of 2025-12-28 (TPR, 8% depth).",1
719,50,Beverages,192,SEA - Indonesia,2025-12-28,promo_launch,13.0,"Crunch Drinks launched a promo at FlashCart (Indonesia) the week of 2025-12-28 (TPR, 13% depth).",1
720,50,Beverages,195,SEA - Indonesia,2025-12-28,promo_launch,14.4,"Crunch Drinks launched a promo at Neighborhood Wholesale (Indonesia) the week of 2025-12-28 (Display, 14% depth).",1
721,50,Beverages,197,SEA - Indonesia,2025-12-28,promo_launch,9.1,"Crunch Drinks launched a promo at Community Retail Co-op (Indonesia) the week of 2025-12-28 (TPR, 9% depth).",1
722,34,Packaged Foods,196,SEA - Indonesia,2025-12-28,promo_launch,9.9,"Bold Kitchen launched a promo at Corner Store Network (Indonesia) the week of 2025-12-28 (TPR, 10% depth).",1
723,76,Dairy,65,India - Tier 2/3,2025-12-28,promo_launch,6.4,"Royal Farms launched a promo at FreshMart (Tier 2/3) the week of 2025-12-28 (TPR, 6% depth).",1
724,76,Dairy,24,North America,2025-12-28,promo_launch,12.9,"Royal Farms launched a promo at PureRoots Market #2 the week of 2025-12-28 (TPR, 13% depth).",1
725,103,Baby Care,74,India - Tier 2/3,2025-12-28,promo_launch,14.4,"Coastal Baby Essentials launched a promo at ValueTrade GT (Tier 2/3) the week of 2025-12-28 (TPR, 14% depth).",1
726,81,Confectionery,137,Gulf - Qatar,2025-12-28,promo_launch,45.9,"Prime Candy Co launched a promo at Local Trade Collective (Qatar) the week of 2025-12-28 (BOGO, 46% depth).",1
727,76,Dairy,21,North America,2025-12-28,promo_launch,11.1,"Royal Farms launched a promo at EarthAisle the week of 2025-12-28 (TPR, 11% depth).",1
728,50,Beverages,172,SEA - Philippines,2025-12-28,promo_launch,6.0,"Crunch Drinks launched a promo at HopMart (Philippines) the week of 2025-12-28 (TPR, 6% depth).",1
729,34,Packaged Foods,184,SEA - Indonesia,2025-12-28,promo_launch,10.0,"Bold Kitchen launched a promo at PrimeGrocer (Indonesia) the week of 2025-12-28 (TPR, 10% depth).",1
730,14,Sparkling Water,18,North America,2025-12-28,promo_launch,9.7,"Golden Bubbles launched a promo at SaverClub #2 the week of 2025-12-28 (TPR, 10% depth).",1
731,91,Breakfast & Cereal,149,SEA - Malaysia,2025-12-28,promo_launch,14.7,"Coastal Cereal Co launched a promo at ZipCart (Malaysia) the week of 2025-12-28 (TPR, 15% depth).",1
732,76,Dairy,87,India - Tier 2/3,2025-12-28,promo_launch,17.0,"Royal Farms launched a promo at MarketLink GT #2 (Tier 2/3) the week of 2025-12-28 (Display, 17% depth).",1
733,76,Dairy,21,North America,2025-12-28,promo_launch,19.0,"Royal Farms launched a promo at EarthAisle the week of 2025-12-28 (Ad, 19% depth).",1
734,35,Packaged Foods,66,India - Tier 2/3,2025-12-28,promo_launch,11.9,"Silver Table launched a promo at MetroBazaar (Tier 2/3) the week of 2025-12-28 (TPR, 12% depth).",1
735,35,Packaged Foods,22,North America,2025-12-28,promo_launch,49.8,"Silver Table launched a promo at NaturaLife Market the week of 2025-12-28 (BOGO, 50% depth).",1
736,35,Packaged Foods,21,North America,2025-12-28,promo_launch,13.5,"Silver Table launched a promo at EarthAisle the week of 2025-12-28 (TPR, 14% depth).",1
737,76,Dairy,12,North America,2025-12-28,promo_launch,7.7,"Royal Farms launched a promo at MetroBazaar #2 the week of 2025-12-28 (TPR, 8% depth).",1
738,49,Beverages,80,India - Tier 2/3,2025-12-28,promo_launch,14.4,"Meadow Beverages launched a promo at Sundry Traders Network (Tier 2/3) the week of 2025-12-28 (TPR, 14% depth).",1
739,49,Beverages,84,India - Tier 2/3,2025-12-28,promo_launch,12.4,"Meadow Beverages launched a promo at Corner Store Network #2 (Tier 2/3) the week of 2025-12-28 (Display, 12% depth).",1
740,49,Beverages,87,India - Tier 2/3,2025-12-28,promo_launch,48.3,"Meadow Beverages launched a promo at MarketLink GT #2 (Tier 2/3) the week of 2025-12-28 (BOGO, 48% depth).",1
741,50,Beverages,162,SEA - Philippines,2025-12-28,promo_launch,6.2,"Crunch Drinks launched a promo at FreshMart (Philippines) the week of 2025-12-28 (TPR, 6% depth).",1
742,35,Packaged Foods,10,North America,2025-12-28,promo_launch,5.4,"Silver Table launched a promo at HomeFresh the week of 2025-12-28 (TPR, 5% depth).",1
743,91,Breakfast & Cereal,161,SEA - Malaysia,2025-12-28,promo_launch,8.2,"Coastal Cereal Co launched a promo at Sundry Traders Network (Malaysia) the week of 2025-12-28 (TPR, 8% depth).",1
744,14,Sparkling Water,11,North America,2025-12-28,promo_launch,5.5,"Golden Bubbles launched a promo at FreshMart #2 the week of 2025-12-28 (TPR, 6% depth).",1
745,80,Confectionery,87,India - Tier 2/3,2025-12-28,promo_launch,13.4,"Nomad Candy Co launched a promo at MarketLink GT #2 (Tier 2/3) the week of 2025-12-28 (Display, 13% depth).",1
746,14,Sparkling Water,13,North America,2025-12-28,promo_launch,23.5,"Golden Bubbles launched a promo at GreenAisle #2 the week of 2025-12-28 (Ad, 24% depth).",1
747,91,Breakfast & Cereal,155,SEA - Malaysia,2025-12-28,promo_launch,12.4,"Coastal Cereal Co launched a promo at ValueTrade GT (Malaysia) the week of 2025-12-28 (TPR, 12% depth).",1
748,50,Beverages,179,SEA - Philippines,2025-12-28,promo_launch,9.7,"Crunch Drinks launched a promo at MarketLink GT (Philippines) the week of 2025-12-28 (TPR, 10% depth).",1
749,50,Beverages,180,SEA - Philippines,2025-12-28,promo_launch,13.3,"Crunch Drinks launched a promo at Sundry Traders Network (Philippines) the week of 2025-12-28 (TPR, 13% depth).",1
750,34,Packaged Foods,198,SEA - Indonesia,2025-12-28,promo_launch,7.9,"Bold Kitchen launched a promo at Bazaar Wholesale (Indonesia) the week of 2025-12-28 (TPR, 8% depth).",1
